Sentence #,Word,POS,Tag
,Chimpurasu,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1955,PUSAPUNA,NNS,O
,Hanan,NNS,B-ORG
,Purus,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,wari,NNS,I-ORG
,kancha,NNS,I-ORG
Sentence: 1956,Chakamarka,NNS,B-ORG
,willkachasqa,NNS,I-ORG
,ñawpa,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 1957,Wankana,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Pecari,NNS,O
,tajacu,NNS,O
,),NNS,O
,',NNS,O
Sentence: 1958,**,NNS,O
,Jututu,NNS,B-LOC
,'Phoenicoparrus,NNS,O
,jamesi,NNS,O
,',NNS,O
Sentence: 1959,.,NNS,O
,',NNS,O
,Allan,NNS,B-PER
,Simonsen,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1960,pusapuna,NNS,O
,Hugo,NNS,B-PER
,Blanco,NNS,I-PER
,Galdós,NNS,I-PER
Sentence: 1961,.,NNS,O
,',NNS,O
,Binidiktu,NNS,B-PER
,VI,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1962,REDIRECCIÓN,NNS,O
,Pumaqucha,NNS,B-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Wankawillka,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1963,Ashuka,NNS,O
,(,NNS,O
,Asunsyun,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,),NNS,O
Sentence: 1964,Sankay,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1965,.,NNS,O
,',NNS,O
,Li,NNS,B-PER
,Keqiang,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1966,.,NNS,O
,',NNS,O
,Ramón,NNS,B-PER
,Castilla,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1967,.,NNS,O
,',NNS,O
,Luis,NNS,B-PER
,José,NNS,I-PER
,de,NNS,I-PER
,Orbegoso,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1968,Diego,NNS,B-PER
,Ribas,NNS,I-PER
,da,NNS,I-PER
,Cunha,NNS,I-PER
Sentence: 1969,.,NNS,O
,',NNS,O
,Andrés,NNS,B-PER
,de,NNS,I-PER
,Santa,NNS,I-PER
,Cruz,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1970,Yawar,NNS,B-ORG
,wiqi,NNS,I-ORG
,(,NNS,O
,'Ochroma,NNS,O
,pyramidalis,NNS,O
,',NNS,O
,/,NNS,O
,'Ochroma,NNS,O
,lagopus,NNS,O
,',NNS,O
,),NNS,O
Sentence: 1971,Khiñi,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Colletia,NNS,O
,spinosissima,NNS,O
,),NNS,O
,',NNS,O
Sentence: 1972,Kutupaksi,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1973,.,NNS,O
,',NNS,O
,José,NNS,B-PER
,de,NNS,I-PER
,la,NNS,I-PER
,Mar,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1974,Centro,NNS,B-ORG
,Federal,NNS,I-ORG
,de,NNS,I-ORG
,Educação,NNS,I-ORG
,Tecnológica,NNS,I-ORG
,Celso,NNS,I-ORG
,Suckow,NNS,I-ORG
,da,NNS,I-ORG
,Fonseca,NNS,I-ORG
Sentence: 1975,Tukuy,NNS,B-ORG
,runakunap,NNS,I-ORG
,qhapaq,NNS,I-ORG
,kaynin,NNS,I-ORG
Sentence: 1976,Santa,NNS,B-LOC
,Bárbara,NNS,I-LOC
,(,NNS,I-LOC
,P'utuqsi,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1977,Laram,NNS,B-ORG
,Q'awa,NNS,I-ORG
,(,NNS,I-ORG
,Paqaqi,NNS,I-ORG
,),NNS,I-ORG
Sentence: 1978,Cajas,NNS,B-LOC
,mama,NNS,I-LOC
,llaqta,NNS,I-LOC
,parki,NNS,I-LOC
Sentence: 1979,Carl,NNS,B-PER
,von,NNS,I-PER
,Linné,NNS,I-PER
Sentence: 1980,pusapuna,NNS,O
,Qhuyakunap,NNS,B-ORG
,Waqllisqan,NNS,I-ORG
,Ayllukuna,NNS,I-ORG
,Piruw,NNS,I-ORG
,Mamallaqta,NNS,I-ORG
,Tantanakuy,NNS,I-ORG
Sentence: 1981,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2014,NNS,I-ORG
Sentence: 1982,.,NNS,O
,',NNS,O
,Johan,NNS,B-PER
,Cruyff,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1983,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 1984,.,NNS,O
,',NNS,O
,Helmut,NNS,B-PER
,Schmidt,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1985,Sahara,NNS,B-LOC
,Arabya,NNS,I-LOC
,Dimukrata,NNS,I-LOC
,Republika,NNS,I-LOC
Sentence: 1986,Kay,NNS,O
,kitiqa,NNS,O
,Simón,NNS,B-PER
,Bolívarmantam,NNS,I-PER
,sutichasqa,NNS,O
,.,NNS,O
Sentence: 1987,Lista,NNS,B-LOC
,:,NNS,I-LOC
,Pulitika,NNS,I-LOC
,rakiy,NNS,I-LOC
,(,NNS,I-LOC
,Buliwya,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1988,T'uru,NNS,B-ORG
,T'uru,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1989,Tukuku,NNS,B-LOC
,(,NNS,O
,'Phoenicopterus,NNS,O
,chilensis,NNS,O
,',NNS,O
,),NNS,O
Sentence: 1990,REDIRECCIÓN,NNS,O
,Pumaqucha,NNS,B-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Apurimaq,NNS,I-LOC
,),NNS,I-LOC
Sentence: 1991,',NNS,O
,Real,NNS,B-ORG
,Madrid,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 1992,Laja,NNS,B-ORG
,qucha,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 1993,Ispañamanta,NNS,B-LOC
,awqansi,NNS,O
,(,NNS,O
,'Ispañarrí,NNS,O
,',NNS,O
,icha,NNS,O
,Pizarro,NNS,B-PER
,',NNS,O
,),NNS,O
,chayamuspa,NNS,O
,",",NNS,O
,Inkata,NNS,O
,hap'ispa,NNS,O
,sipisqa,NNS,O
,.,NNS,O
Sentence: 1994,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1930,NNS,I-ORG
Sentence: 1995,.,NNS,O
,',NNS,O
,Binidiktu,NNS,B-PER
,IX,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 1996,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2014,NNS,I-ORG
Sentence: 1997,Ch'anka,NNS,B-LOC
,'Agelaius,NNS,O
,thilius,NNS,O
,',NNS,O
Sentence: 1998,.,NNS,O
,',NNS,O
,Luritu,NNS,B-LOC
,suyu,NNS,I-LOC
,',NNS,O
,.,NNS,O
Sentence: 1999,.,NNS,O
,',NNS,O
,Ollanta,NNS,B-PER
,Humala,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2000,Isiboro,NNS,B-ORG
,Secure,NNS,I-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 2001,Quqta,NNS,B-LOC
,phaqcha,NNS,I-LOC
,(,NNS,O
,771,NNS,O
,m,NNS,O
,hanaq,NNS,O
,),NNS,O
Sentence: 2002,Frédéric,NNS,B-PER
,Cuvierpa,NNS,I-PER
,wawqinmi,NNS,O
,karqan,NNS,O
,.,NNS,O
Sentence: 2003,pusapuna,NNS,O
,Piruwanu,NNS,B-ORG
,Kumunista,NNS,I-ORG
,Partidu,NNS,I-ORG
Sentence: 2004,Manas,NNS,O
,atiptinku,NNS,O
,",",NNS,O
,Pachakutiq,NNS,B-PER
,Inka,NNS,I-PER
,Yupanki,NNS,I-PER
,paykunata,NNS,O
,atirqan,NNS,O
,",",NNS,O
,suyunkuta,NNS,O
,Tawantinsuyuman,NNS,B-ORG
,hap'imuspa,NNS,O
,.,NNS,O
Sentence: 2005,María,NNS,B-PER
,Eva,NNS,I-PER
,Duarte,NNS,I-PER
Sentence: 2006,Podocarpus,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 2007,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1970,NNS,I-ORG
Sentence: 2008,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1958,NNS,I-ORG
Sentence: 2009,Tawantinsuyupiqa,NNS,B-ORG
,manam,NNS,O
,kawalluta,NNS,O
,riqsirqankuchu,NNS,O
,.,NNS,O
Sentence: 2010,PUSAPUNA,NNS,O
,Anta,NNS,B-LOC
,distritu,NNS,I-LOC
,(,NNS,I-LOC
,Anqash,NNS,I-LOC
,),NNS,I-LOC
Sentence: 2011,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1990,NNS,I-ORG
Sentence: 2012,.,NNS,O
,',NNS,O
,George,NNS,B-PER
,Best,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2013,Simón,NNS,B-PER
,Bolívar,NNS,I-PER
,/,NNS,O
,Consejo,NNS,O
,de,NNS,O
,Gobierno,NNS,O
Sentence: 2014,Tiwtinku,NNS,B-LOC
,'Tringa,NNS,O
,melanoleuca,NNS,O
,',NNS,O
Sentence: 2015,(,NNS,O
,Albert,NNS,B-PER
,Camus,NNS,I-PER
,),NNS,O
Sentence: 2016,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1990,NNS,I-ORG
Sentence: 2017,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1990,NNS,I-ORG
Sentence: 2018,Qhapaq,NNS,B-LOC
,Walla,NNS,I-LOC
,(,NNS,I-LOC
,Buliwya,NNS,I-LOC
,),NNS,I-LOC
Sentence: 2019,Amarildo,NNS,B-PER
,Tavares,NNS,I-PER
,da,NNS,I-PER
,Silveira,NNS,I-PER
,-,NNS,O
,21,NNS,O
,.,NNS,O
Sentence: 2020,Wesley,NNS,B-PER
,Sneijder,NNS,I-PER
,",",NNS,O
,Thomas,NNS,B-PER
,Müller,NNS,I-PER
,",",NNS,O
,Diego,NNS,B-PER
,Forlán,NNS,I-PER
Sentence: 2021,Huk,NNS,O
,churintaq,NNS,O
,Pawllu,NNS,B-PER
,Inka,NNS,I-PER
,Tupaqsi,NNS,I-PER
,karqan,NNS,O
,.,NNS,O
Sentence: 2022,PUSAPUNA,NNS,O
,Kimsa,NNS,B-LOC
,Chata,NNS,I-LOC
,(,NNS,I-LOC
,Sawaya,NNS,I-LOC
,),NNS,I-LOC
Sentence: 2023,Illinisa,NNS,B-ORG
,kawsaykuska,NNS,I-ORG
,amachasqa,NNS,I-ORG
,allpa,NNS,I-ORG
Sentence: 2024,Uma,NNS,B-LOC
,llaqtanqa,NNS,I-LOC
,San,NNS,B-ORG
,Luis,NNS,I-ORG
,Potosí,NNS,I-ORG
,llaqtam,NNS,O
,.,NNS,O
Sentence: 2025,Salinas,NNS,B-LOC
,(,NNS,I-LOC
,Ikwadur,NNS,I-LOC
,),NNS,I-LOC
Sentence: 2026,pusapuna,NNS,O
,Mama,NNS,B-ORG
,Llaqtap,NNS,I-ORG
,San,NNS,I-ORG
,Antonio,NNS,I-ORG
,Abad,NNS,I-ORG
,Yachay,NNS,I-ORG
,Sunturnin,NNS,I-ORG
Sentence: 2027,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1994,NNS,I-ORG
Sentence: 2028,David,NNS,B-PER
,Villa,NNS,I-PER
,-,NNS,O
,8,NNS,O
,.,NNS,O
Sentence: 2029,Machalilla,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 2030,pusapuna,NNS,O
,Piruwanu,NNS,B-ORG
,Puntifisya,NNS,I-ORG
,Kathuliku,NNS,I-ORG
,Yachay,NNS,I-ORG
,Suntur,NNS,I-ORG
Sentence: 2031,.,NNS,O
,',NNS,O
,Ion,NNS,B-PER
,Iliescu,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2032,José,NNS,B-PER
,de,NNS,I-PER
,San,NNS,I-PER
,Martín,NNS,I-PER
Sentence: 2033,Yuyayyaku,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 2034,Titiqaqa,NNS,B-LOC
,mama,NNS,I-LOC
,llaqta,NNS,I-LOC
,risirwa,NNS,I-LOC
Sentence: 2035,Piruw,NNS,B-ORG
,suyup,NNS,I-ORG
,Rimana,NNS,I-ORG
,Wasin,NNS,I-ORG
Sentence: 2036,Anqash,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Kasma,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Kasma,NNS,B-LOC
,distritu,NNS,I-LOC
Sentence: 2037,Santa,NNS,B-LOC
,Isabel,NNS,I-LOC
,kiti,NNS,I-LOC
Sentence: 2038,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 2039,.,NNS,O
,',NNS,O
,Francisco,NNS,B-PER
,de,NNS,I-PER
,Luna,NNS,I-PER
,Pizarro,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2040,Victoria,NNS,B-PER
,(,NNS,I-PER
,quya,NNS,I-PER
,),NNS,I-PER
Sentence: 2041,Qulan,NNS,B-ORG
,walla,NNS,I-ORG
,risirwa,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 2042,PUSAPUNA,NNS,O
,Sinru,NNS,B-LOC
,qillqa,NNS,I-LOC
,:,NNS,I-LOC
,Iskusya,NNS,I-LOC
,suyupi,NNS,I-LOC
,wat'akuna,NNS,I-LOC
Sentence: 2043,Susyalista,NNS,B-LOC
,Suwit,NNS,I-LOC
,Republikakunap,NNS,I-LOC
,Huñun,NNS,I-LOC
Sentence: 2044,CA,NNS,B-ORG
,Mineiro,NNS,I-ORG
,(,NNS,O
,Aux,NNS,O
,),NNS,O
Sentence: 2045,Yana,NNS,B-LOC
,chichiku,NNS,I-LOC
,',NNS,O
,(,NNS,O
,Saguinus,NNS,O
,fuscicollis,NNS,O
,),NNS,O
,',NNS,O
Sentence: 2046,Paqay,NNS,B-ORG
,'Inga,NNS,O
,sp,NNS,O
,.,NNS,O
,',NNS,O
Sentence: 2047,Wari,NNS,B-LOC
,'Fulica,NNS,O
,cornuta,NNS,O
,',NNS,O
Sentence: 2048,Ñit'isqa,NNS,B-ORG
,ñawra,NNS,I-ORG
,phiruru,NNS,I-ORG
Sentence: 2049,.,NNS,O
,',NNS,O
,Marco,NNS,B-PER
,van,NNS,I-PER
,Basten,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2050,Mejor,NNS,O
,Jugador,NNS,O
,del,NNS,O
,Chelsea,NNS,B-ORG
,FC,NNS,I-ORG
Sentence: 2051,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1990,NNS,I-ORG
Sentence: 2052,Wila,NNS,B-LOC
,Jaqhi,NNS,I-LOC
,(,NNS,O
,5.9,NNS,O
,m,NNS,O
,),NNS,O
Sentence: 2053,T'uru,NNS,B-ORG
,T'uru,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 2054,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1974,NNS,I-ORG
Sentence: 2055,San,NNS,B-LOC
,Juan,NNS,I-LOC
,(,NNS,I-LOC
,Burinkin,NNS,I-LOC
,),NNS,I-LOC
,;,NNS,O
Sentence: 2056,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2014,NNS,I-ORG
Sentence: 2057,Tukuy,NNS,B-ORG
,runakunap,NNS,I-ORG
,qhapaq,NNS,I-ORG
,kaynin,NNS,I-ORG
Sentence: 2058,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2006,NNS,I-ORG
Sentence: 2059,San,NNS,B-LOC
,Pedro,NNS,I-LOC
,de,NNS,I-LOC
,Totora,NNS,I-LOC
,pruwinsya,NNS,I-LOC
Sentence: 2060,.,NNS,O
,',NNS,O
,Michael,NNS,B-PER
,Owen,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2061,Tukuy,NNS,B-ORG
,runakunap,NNS,I-ORG
,qhapaq,NNS,I-ORG
,kaynin,NNS,I-ORG
Sentence: 2062,Carl,NNS,B-PER
,von,NNS,I-PER
,Linné,NNS,I-PER
Sentence: 2063,Sarrià,NNS,B-LOC
,-,NNS,I-LOC
,Sant,NNS,I-LOC
,Gervasi,NNS,I-LOC
Sentence: 2064,.,NNS,O
,',NNS,O
,Zhao,NNS,B-PER
,Ziyang,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2065,Tiwtinku,NNS,B-LOC
,'Tringa,NNS,O
,melanoleuca,NNS,O
,',NNS,O
Sentence: 2066,.,NNS,O
,',NNS,O
,Kurt,NNS,B-PER
,Waldheim,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2067,Wanuku,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Inka,NNS,B-LOC
,wamp'uwatana,NNS,I-LOC
,pruwinsya,NNS,I-LOC
,;,NNS,O
,Pasqu,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Uqshapampa,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,;,NNS,O
,Ukayali,NNS,B-LOC
,suyu,NNS,I-LOC
,",",NNS,O
,Atalaya,NNS,B-LOC
,pruwinsya,NNS,I-LOC
,",",NNS,O
,Coronel,NNS,B-LOC
,Portillo,NNS,I-LOC
,pruwinsya,NNS,I-LOC
,;,NNS,O
Sentence: 2068,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1998,NNS,I-ORG
Sentence: 2069,Torres,NNS,B-ORG
,del,NNS,I-ORG
,Paine,NNS,I-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parkipi,NNS,I-ORG
Sentence: 2070,.,NNS,O
,',NNS,O
,Mariano,NNS,B-PER
,Prado,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2071,',NNS,O
,.,NNS,O
,Zacatecas,NNS,B-ORG
,',NNS,O
,.,NNS,O
Sentence: 2072,Qhichwa,NNS,B-ORG
,Simi,NNS,I-ORG
,Hamut'ana,NNS,I-ORG
,Kuraq,NNS,I-ORG
,Sunturpa,NNS,I-ORG
,yanapaqninsi,NNS,O
,karqan,NNS,O
,.,NNS,O
Sentence: 2073,Platon,NNS,B-PER
,(,NNS,O
,Πλάτων,NNS,O
,),NNS,O
Sentence: 2074,pusapuna,NNS,O
,Enrique,NNS,B-LOC
,Baldivieso,NNS,I-LOC
,pruwinsya,NNS,I-LOC
Sentence: 2075,**,NNS,O
,Jututu,NNS,B-LOC
,'Phoenicopterus,NNS,O
,jamesi,NNS,O
,',NNS,O
,/,NNS,O
,'Phoenicoparrus,NNS,O
,jamesi,NNS,O
,',NNS,O
Sentence: 2076,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1974,NNS,I-ORG
Sentence: 2077,Amirika,NNS,B-ORG
,Mamallaqtap,NNS,I-ORG
,Pachakutinapaq,NNS,I-ORG
,Huñunakuynin,NNS,I-ORG
Sentence: 2078,PUSAPUNA,NNS,O
,Inka,NNS,B-LOC
,Wasi,NNS,I-LOC
,(,NNS,I-LOC
,Ayakuchu,NNS,I-LOC
,),NNS,I-LOC
Sentence: 2079,Lachay,NNS,B-LOC
,mama,NNS,I-LOC
,llaqta,NNS,I-LOC
,risirwa,NNS,I-LOC
Sentence: 2080,Rimaq,NNS,B-LOC
,mayu,NNS,I-LOC
,(,NNS,O
,Wachipapi,NNS,O
,),NNS,O
Sentence: 2081,Allpapura,NNS,B-LOC
,hatun,NNS,I-LOC
,qucha,NNS,I-LOC
Sentence: 2082,Ch'umpi,NNS,B-LOC
,churu,NNS,I-LOC
,k'usillu,NNS,I-LOC
,(,NNS,O
,'Lagothrix,NNS,O
,lagothricha,NNS,O
,',NNS,O
,),NNS,O
,(,NNS,O
,``,NNS,O
,chorongo,NNS,O
,',NNS,O
,),NNS,O
Sentence: 2083,pusapuna,NNS,O
,Kristup,NNS,B-ORG
,Ukhun,NNS,I-ORG
,raymi,NNS,I-ORG
Sentence: 2084,T'uru,NNS,B-ORG
,T'uru,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 2085,PUSAPUNA,NNS,O
,Suyt'uqucha,NNS,B-LOC
,(,NNS,I-LOC
,Lampa,NNS,I-LOC
,),NNS,I-LOC
Sentence: 2086,',NNS,O
,.,NNS,O
,Morelia,NNS,B-LOC
,",",NNS,O
,Michoacán,NNS,B-LOC
,',NNS,O
,.,NNS,O
Sentence: 2087,José,NNS,B-PER
,Guillermo,NNS,I-PER
,Del,NNS,I-PER
,Solar,NNS,I-PER
Sentence: 2088,.,NNS,O
,',NNS,O
,Antonio,NNS,B-PER
,Guzmán,NNS,I-PER
,Blanco,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2089,Pakaya-Samirya,NNS,B-LOC
,mama,NNS,I-LOC
,llaqta,NNS,I-LOC
,risirwa,NNS,I-LOC
Sentence: 2090,Clorinda,NNS,B-PER
,Matto,NNS,I-PER
,de,NNS,I-PER
,Turner,NNS,I-PER
,(,NNS,O
,1858-1909,NNS,O
,),NNS,O
Sentence: 2091,Aswanta,NNS,O
,Qhichwa,NNS,B-ORG
,simimantam,NNS,I-ORG
,yachan,NNS,O
,.,NNS,O
Sentence: 2092,',NNS,O
,Hunt'a,NNS,B-ORG
,rimay,NNS,I-ORG
,',NNS,O
,.,NNS,O
Sentence: 2093,Kutupaksi,NNS,B-ORG
,mama,NNS,I-ORG
,llaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 2094,Tukuy,NNS,B-ORG
,runakunap,NNS,I-ORG
,qhapaq,NNS,I-ORG
,kaynin,NNS,I-ORG
Sentence: 2095,Gylmar,NNS,B-PER
,dos,NNS,I-PER
,Santos,NNS,I-PER
,Neves,NNS,I-PER
,-,NNS,O
,13,NNS,O
,.,NNS,O
Sentence: 2096,PUSAPUNA,NNS,O
,Jorge,NNS,B-PER
,Quiroga,NNS,I-PER
,Ramírez,NNS,I-PER
Sentence: 2097,Pachakuti,NNS,B-ORG
,Indihina,NNS,I-ORG
,Rikch'arimuy,NNS,I-ORG
Sentence: 2098,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1974,NNS,I-ORG
Sentence: 2099,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,1934,NNS,I-ORG
Sentence: 2100,.,NNS,O
,',NNS,O
,Ika,NNS,B-LOC
,suyu,NNS,I-LOC
,',NNS,O
,.,NNS,O
Sentence: 2101,Shuyturahu,NNS,B-LOC
,',NNS,O
,(,NNS,O
,Alpamayo,NNS,O
,),NNS,O
,',NNS,O
,",",NNS,O
,Anqash,NNS,B-LOC
,suyupi,NNS,I-LOC
Sentence: 2102,Kamasqa,NNS,O
,",",NNS,O
,Manuel,NNS,B-PER
,Prado,NNS,I-PER
,Umalliqmi,NNS,O
,.,NNS,O
Sentence: 2103,Gordon,NNS,B-PER
,Banks,NNS,I-PER
,-,NNS,O
,2,NNS,O
,.,NNS,O
Sentence: 2104,Agustín,NNS,B-PER
,(,NNS,I-PER
,santu,NNS,I-PER
,),NNS,I-PER
Sentence: 2105,Mário,NNS,B-PER
,Zagallo,NNS,I-PER
,-,NNS,O
,8,NNS,O
,.,NNS,O
Sentence: 2106,.,NNS,O
,',NNS,O
,Huwan,NNS,B-PER
,VI,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2107,.,NNS,O
,',NNS,O
,1,NNS,O
,',NNS,O
,.,NNS,O
,Asway,NNS,B-LOC
,marka,NNS,I-LOC
Sentence: 2108,Piluta,NNS,B-ORG
,Hayt'ay,NNS,I-ORG
,Pachantin,NNS,I-ORG
,Kupa,NNS,I-ORG
,2006,NNS,I-ORG
Sentence: 2109,Mayupura,NNS,B-LOC
,(,NNS,I-LOC
,Tarija,NNS,I-LOC
,),NNS,I-LOC
Sentence: 2110,Clive,NNS,B-PER
,Staples,NNS,I-PER
,Lewis,NNS,I-PER
Sentence: 2111,Sipris,NNS,B-LOC
,',NNS,O
,(,NNS,O
,genus,NNS,O
,Cupressus,NNS,O
,),NNS,O
,',NNS,O
Sentence: 2112,.,NNS,O
,',NNS,O
,Huwan,NNS,B-PER
,XIV,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2113,T'uru,NNS,B-ORG
,T'uru,NNS,B-ORG
,mamallaqta,NNS,I-ORG
,parki,NNS,I-ORG
Sentence: 2114,Hukllachasqa,NNS,B-LOC
,Amirika,NNS,I-LOC
,Suyukuna,NNS,I-LOC
Sentence: 2115,Bobby,NNS,B-PER
,Moore,NNS,I-PER
,-,NNS,O
,7,NNS,O
,.,NNS,O
Sentence: 2116,Maruku,NNS,B-LOC
,.,NNS,O
,',NNS,O
,2,NNS,O
,-,NNS,O
,2,NNS,O
,',NNS,O
,.,NNS,O
Sentence: 2117,Qulan,NNS,B-ORG
,walla,NNS,I-ORG
,risirwa,NNS,I-ORG
,suyu,NNS,I-ORG
Sentence: 2118,Johann,NNS,B-PER
,Wolfgang,NNS,I-PER
,von,NNS,I-PER
,Goethe,NNS,I-PER
Sentence: 2119,.,NNS,O
,',NNS,O
,Manuel,NNS,B-PER
,Prado,NNS,I-PER
,',NNS,O
,.,NNS,O
Sentence: 2120,Agustín,NNS,B-PER
,(,NNS,I-PER
,santu,NNS,I-PER
,),NNS,I-PER
Sentence: 2121,Chaypi,NNS,O
,runakunaqa,NNS,O
,Qhichwa,NNS,B-ORG
,simillatam,NNS,I-ORG
,rimanku,NNS,O
,.,NNS,O
Sentence: 2122,Piruwanu,NNS,B-ORG
,Puntifisya,NNS,I-ORG
,Kathuliku,NNS,I-ORG
